Bonus #,Winning Numbers,Draw Date,Extra #
13,06 12 14 32 56 59,12/26/2012,
51,16 19 20 22 25 55,12/22/2012,
39,12 21 29 33 42 54,12/19/2012,
48,05 15 33 39 43 52,12/15/2012,
51,02 05 27 32 38 50,12/12/2012,
30,15 23 24 31 36 41,12/08/2012,
30,06 10 16 24 33 39,12/05/2012,
5,30 35 39 48 50 59,12/01/2012,
37,10 11 30 40 42 59,11/28/2012,
50,20 31 33 41 48 56,11/24/2012,
35,02 03 16 17 23 43,11/21/2012,
2,08 21 27 28 50 53,11/17/2012,
30,17 24 27 28 50 55,11/14/2012,
29,06 14 17 24 41 59,11/10/2012,
34,12 17 21 23 26 51,11/07/2012,
32,05 16 18 25 41 55,11/03/2012,
3,12 15 32 44 51 56,10/31/2012,
26,03 08 34 41 54 55,10/27/2012,
25,05 08 14 37 42 55,10/24/2012,
27,04 09 25 26 32 35,10/20/2012,
39,02 05 07 27 28 53,10/17/2012,
56,01 06 08 28 35 42,10/13/2012,
12,02 06 15 32 50 53,10/10/2012,
53,26 27 28 32 47 59,10/06/2012,
17,22 24 37 45 52 56,10/03/2012,
22,06 24 41 42 49 55,09/29/2012,
38,17 20 33 35 37 49,09/26/2012,
34,03 19 23 43 46 49,09/22/2012,
26,09 36 38 43 46 49,09/19/2012,
7,04 05 27 33 38 46,09/15/2012,
8,11 20 30 36 53 54,09/12/2012,
49,02 09 25 31 39 42,09/08/2012,
40,02 14 37 43 44 49,09/05/2012,
53,01 11 33 48 50 52,09/01/2012,
43,02 11 20 31 48 54,08/29/2012,
5,10 30 32 48 50 52,08/25/2012,
42,18 27 30 35 49 53,08/22/2012,
52,05 06 07 15 26 42,08/18/2012,
38,05 21 44 45 51 56,08/15/2012,
18,14 24 25 34 42 43,08/11/2012,
3,07 09 27 44 46 56,08/08/2012,
17,11 13 21 35 48 55,08/04/2012,
51,01 05 07 32 55 56,08/01/2012,
4,12 19 36 43 47 51,07/28/2012,
21,01 04 12 30 40 48,07/25/2012,
25,30 34 42 50 53 55,07/21/2012,
23,19 25 37 51 55 56,07/18/2012,
59,11 18 20 31 44 46,07/14/2012,
22,23 25 31 36 42 59,07/11/2012,
13,06 10 19 22 37 43,07/07/2012,
13,05 14 28 35 50 53,07/04/2012,
57,08 09 21 26 35 38,06/30/2012,
42,05 06 14 44 52 54,06/27/2012,
16,01 11 14 26 28 56,06/23/2012,
29,15 24 32 34 43 57,06/20/2012,
43,20 34 36 40 41 51,06/16/2012,
56,23 36 38 39 42 44,06/13/2012,
4,07 10 28 43 47 48,06/09/2012,
15,07 08 39 44 50 54,06/06/2012,
22,07 17 25 28 48 49,06/02/2012,
44,10 17 23 27 30 50,05/30/2012,
15,08 12 19 24 32 53,05/26/2012,
3,01 06 09 22 35 41,05/23/2012,
45,02 17 22 30 35 49,05/19/2012,
9,08 12 16 27 42 52,05/16/2012,
31,10 24 28 35 43 55,05/12/2012,
15,01 06 13 26 40 55,05/09/2012,
27,01 04 18 39 42 54,05/05/2012,
21,02 08 26 41 47 55,05/02/2012,
34,03 32 40 46 50 56,04/28/2012,
20,06 08 32 44 47 50,04/25/2012,
35,03 05 19 24 33 53,04/21/2012,
57,11 27 30 36 46 49,04/18/2012,
29,03 09 41 45 51 57,04/14/2012,
56,21 32 37 43 48 57,04/11/2012,
3,04 17 27 34 53 54,04/07/2012,
37,05 29 30 31 46 59,04/04/2012,
45,01 14 20 28 35 40,03/31/2012,
8,23 31 37 45 46 51,03/28/2012,
1,05 13 14 16 22 25,03/24/2012,
51,01 03 25 26 49 52,03/21/2012,
23,02 06 10 20 43 58,03/17/2012,
11,07 17 24 39 48 55,03/14/2012,
47,05 16 18 21 24 54,03/10/2012,
47,01 04 18 25 33 37,03/07/2012,
59,29 30 31 35 47 57,03/03/2012,
20,14 33 35 39 44 57,02/29/2012,
21,04 08 12 23 34 53,02/25/2012,
29,06 15 31 48 53 57,02/22/2012,
6,09 17 35 43 45 53,02/18/2012,
10,01 13 16 25 40 43,02/15/2012,
49,02 18 29 38 46 59,02/11/2012,
49,12 13 19 22 47 48,02/08/2012,
41,03 06 33 36 51 56,02/04/2012,
43,04 06 20 31 39 54,02/01/2012,
17,04 15 22 41 50 55,01/28/2012,
22,01 06 11 13 23 24,01/25/2012,
12,08 21 36 39 58 59,01/21/2012,
20,04 09 15 29 39 55,01/18/2012,
39,10 22 23 40 46 52,01/14/2012,
17,20 33 49 51 52 56,01/11/2012,
34,06 08 26 27 36 48,01/07/2012,
30,01 20 21 27 37 38,01/04/2012,
47,11 13 21 35 44 54,12/31/2011,
1,21 24 26 41 53 57,12/28/2011,
41,06 16 25 30 38 55,12/24/2011,
27,01 15 38 41 50 52,12/21/2011,
19,01 17 27 28 39 45,12/17/2011,
30,01 06 07 12 14 55,12/14/2011,
59,08 27 32 44 54 55,12/10/2011,
6,10 20 28 29 51 52,12/07/2011,
13,12 20 30 50 54 55,12/03/2011,
42,10 11 15 17 23 26,11/30/2011,
7,09 17 19 44 46 53,11/26/2011,
30,13 17 26 27 55 58,11/23/2011,
9,08 16 27 30 37 57,11/19/2011,
19,07 23 24 43 50 53,11/16/2011,
56,08 24 32 36 40 42,11/12/2011,
16,06 18 51 52 53 55,11/09/2011,
23,01 13 15 19 20 33,11/05/2011,
49,03 04 38 46 48 55,11/02/2011,
15,07 08 12 37 38 55,10/29/2011,
19,01 05 22 25 35 45,10/26/2011,
20,15 18 28 35 52 55,10/22/2011,
37,12 24 33 46 54 59,10/19/2011,
36,05 18 21 43 48 49,10/15/2011,
45,04 25 26 36 47 55,10/12/2011,
16,01 23 24 25 36 52,10/08/2011,
38,03 05 11 12 17 27,10/05/2011,
58,15 16 34 35 44 54,10/01/2011,
4,02 11 12 21 36 50,09/28/2011,
3,06 08 17 22 27 28,09/24/2011,
22,25 26 28 35 49 55,09/21/2011,
30,14 16 31 38 43 54,09/17/2011,
42,09 15 19 27 46 54,09/14/2011,
28,06 08 11 35 38 56,09/10/2011,
57,14 16 19 30 37 40,09/07/2011,
56,05 08 25 31 45 59,09/03/2011,
50,05 21 31 35 41 55,08/31/2011,
9,01 14 24 25 50 58,08/27/2011,
52,05 27 28 31 48 58,08/24/2011,
8,02 09 19 42 43 54,08/20/2011,
5,18 20 34 37 42 56,08/17/2011,
37,13 14 17 25 34 48,08/13/2011,
30,15 22 33 42 48 53,08/10/2011,
59,12 18 32 40 50 52,08/06/2011,
43,05 07 10 22 27 54,08/03/2011,
27,05 10 19 22 36 39,07/30/2011,
20,07 13 14 28 38 43,07/27/2011,
46,02 39 41 53 54 56,07/23/2011,
13,03 22 41 42 45 47,07/20/2011,
40,01 10 18 29 43 46,07/16/2011,
42,11 22 36 39 45 50,07/13/2011,
4,09 14 35 44 55 58,07/09/2011,
56,01 03 13 18 41 59,07/06/2011,
55,06 09 10 19 39 47,07/02/2011,
59,13 15 21 24 28 45,06/29/2011,
5,13 27 29 33 40 45,06/25/2011,
47,29 38 39 43 53 57,06/22/2011,
44,06 11 21 45 55 57,06/18/2011,
43,09 13 14 29 32 51,06/15/2011,
13,03 12 22 28 43 59,06/11/2011,
6,11 14 26 29 33 44,06/08/2011,
9,03 04 23 27 46 55,06/04/2011,
6,32 38 44 45 55 57,06/01/2011,
14,02 03 07 09 12 57,05/28/2011,
12,04 07 17 40 42 44,05/25/2011,
24,04 17 39 51 52 53,05/21/2011,
29,04 08 11 13 31 36,05/18/2011,
29,17 30 34 36 42 57,05/14/2011,
32,04 14 17 23 36 53,05/11/2011,
58,13 15 20 28 36 56,05/07/2011,
26,13 21 35 41 46 55,05/04/2011,
33,05 13 18 25 45 50,04/30/2011,
29,16 22 24 33 37 42,04/27/2011,
28,08 15 19 37 48 59,04/23/2011,
50,08 16 17 29 39 56,04/20/2011,
55,02 08 20 42 54 59,04/16/2011,
25,03 10 30 35 37 39,04/13/2011,
42,11 19 20 23 26 38,04/09/2011,
23,12 19 25 38 50 55,04/06/2011,
10,15 18 19 24 41 59,04/02/2011,
16,06 24 28 34 41 55,03/30/2011,
43,09 23 27 37 41 45,03/26/2011,
47,04 21 30 36 40 46,03/23/2011,
52,01 14 24 31 42 51,03/19/2011,
51,15 19 22 23 30 54,03/16/2011,
49,13 15 16 26 38 44,03/12/2011,
26,05 06 11 47 50 51,03/09/2011,
51,15 17 27 37 40 49,03/05/2011,
39,01 05 40 44 56 57,03/02/2011,
1,13 18 23 24 30 54,02/26/2011,
26,08 15 20 41 43 48,02/23/2011,
15,08 23 33 34 52 58,02/19/2011,
24,05 15 18 40 42 47,02/16/2011,
23,08 16 21 36 41 44,02/12/2011,
16,17 18 32 33 36 50,02/09/2011,
29,04 11 13 19 36 51,02/05/2011,
26,02 12 16 17 40 57,02/02/2011,
23,01 16 19 31 34 53,01/29/2011,
9,02 10 19 22 23 46,01/26/2011,
15,07 16 36 50 52 57,01/22/2011,
41,16 23 29 36 38 57,01/19/2011,
27,01 11 13 47 51 54,01/15/2011,
34,01 15 19 32 46 50,01/12/2011,
20,11 38 44 48 53 54,01/08/2011,
13,04 06 11 18 20 33,01/05/2011,
57,14 16 18 23 27 54,01/01/2011,
17,12 28 31 41 42 59,12/29/2010,
25,01 04 26 40 44 55,12/24/2010,
31,04 05 18 27 38 48,12/22/2010,
25,23 34 36 40 52 53,12/18/2010,
22,04 21 27 32 33 36,12/15/2010,
39,16 18 21 24 34 41,12/11/2010,
45,08 15 21 28 53 56,12/08/2010,
45,05 11 17 26 50 55,12/04/2010,
51,15 24 27 55 56 58,12/01/2010,
23,01 10 13 17 21 58,11/27/2010,
22,17 21 32 50 55 59,11/24/2010,
46,17 29 42 45 47 52,11/20/2010,
17,03 15 27 33 39 46,11/17/2010,
23,06 10 18 29 45 53,11/13/2010,
50,12 27 39 41 45 51,11/10/2010,
17,01 13 23 24 45 50,11/06/2010,
58,02 15 27 28 31 35,11/03/2010,
52,07 09 23 30 38 51,10/30/2010,
11,12 13 24 35 39 41,10/27/2010,
59,01 08 31 40 49 58,10/23/2010,
58,02 43 48 50 53 54,10/20/2010,
52,01 11 13 14 27 40,10/16/2010,
50,11 16 23 43 47 51,10/13/2010,
33,08 13 15 16 39 53,10/09/2010,
8,12 28 34 45 46 56,10/06/2010,
37,04 42 47 55 56 57,10/02/2010,
42,08 13 20 35 41 52,09/29/2010,
11,07 25 37 44 52 58,09/25/2010,
43,04 18 21 30 44 59,09/22/2010,
28,21 23 26 42 51 58,09/18/2010,
14,03 17 37 44 46 57,09/15/2010,
36,08 16 37 39 45 48,09/11/2010,
44,02 03 21 25 45 53,09/08/2010,
35,07 15 18 30 42 57,09/04/2010,
21,08 16 19 25 45 48,09/01/2010,
19,09 22 24 42 45 57,08/28/2010,
47,09 12 26 49 52 55,08/25/2010,
55,01 09 20 21 27 52,08/21/2010,
26,15 17 18 33 40 45,08/18/2010,
6,08 13 28 30 33 36,08/14/2010,
27,09 21 28 30 35 51,08/11/2010,
7,05 16 29 42 46 51,08/07/2010,
30,03 07 18 36 44 53,08/04/2010,
20,05 18 26 41 49 56,07/31/2010,
1,03 08 12 15 31 51,07/28/2010,
52,06 12 27 34 53 58,07/24/2010,
11,22 28 35 39 52 55,07/21/2010,
27,05 09 15 16 34 48,07/17/2010,
47,09 23 34 37 53 56,07/14/2010,
7,06 13 33 40 43 55,07/10/2010,
25,28 29 37 45 50 59,07/07/2010,
39,04 07 19 34 41 56,07/03/2010,
21,04 06 27 28 31 38,06/30/2010,
31,11 25 26 35 42 45,06/26/2010,
23,11 19 33 40 43 55,06/23/2010,
46,13 22 26 28 35 52,06/19/2010,
51,39 40 43 53 54 57,06/16/2010,
24,08 13 18 19 29 59,06/12/2010,
40,15 18 24 26 50 52,06/09/2010,
6,11 22 36 40 51 52,06/05/2010,
46,06 10 16 18 19 53,06/02/2010,
19,04 18 23 29 30 36,05/29/2010,24
47,02 08 14 33 34 57,05/26/2010,23
16,01 14 19 22 52 58,05/22/2010,57
14,02 04 09 13 26 45,05/19/2010,30
27,08 20 28 52 58 59,05/15/2010,17
21,04 09 10 23 28 49,05/12/2010,7
43,07 31 33 38 45 46,05/08/2010,16
39,08 11 15 24 52 53,05/05/2010,59
13,04 05 12 23 43 56,05/01/2010,33
25,01 07 15 19 49 50,04/28/2010,27
43,02 07 08 42 44 48,04/24/2010,24
27,15 21 32 33 51 52,04/21/2010,10
48,08 13 25 34 46 54,04/17/2010,36
39,03 08 32 40 42 51,04/14/2010,54
31,08 24 44 53 54 59,04/10/2010,40
30,07 23 42 47 48 54,04/07/2010,17
38,09 12 13 14 27 46,04/03/2010,50
18,11 16 20 23 25 36,03/31/2010,28
26,01 13 17 42 47 53,03/27/2010,36
7,12 16 29 42 49 52,03/24/2010,50
50,07 19 27 29 30 35,03/20/2010,14
19,12 29 30 42 52 54,03/17/2010,47
27,11 19 25 29 30 55,03/13/2010,59
15,06 23 27 37 40 57,03/10/2010,36
43,03 05 06 14 22 38,03/06/2010,24
27,02 17 30 38 43 53,03/03/2010,15
1,03 04 05 30 40 43,02/27/2010,51
39,03 04 14 40 42 54,02/24/2010,27
37,28 35 36 43 44 53,02/20/2010,51
43,18 22 31 49 50 58,02/17/2010,54
18,27 45 46 52 53 55,02/13/2010,58
1,13 31 38 42 43 46,02/10/2010,9
28,02 11 32 42 47 48,02/06/2010,54
51,23 24 43 44 55 57,02/03/2010,8
35,08 12 29 32 40 47,01/30/2010,13
35,13 31 40 52 57 58,01/27/2010,30
52,06 18 27 40 51 55,01/23/2010,7
37,10 20 35 40 47 52,01/20/2010,2
53,19 21 27 39 48 49,01/16/2010,16
6,03 18 24 32 36 46,01/13/2010,31
5,09 15 21 23 31 46,01/09/2010,30
28,01 19 22 27 39 46,01/06/2010,58
52,04 28 29 37 43 56,01/02/2010,38
51,10 13 17 38 48 55,12/30/2009,12
48,02 18 32 35 51 52,12/26/2009,50
27,18 33 35 37 39 57,12/23/2009,43
47,12 15 20 32 36 44,12/19/2009,14
16,11 28 30 45 49 58,12/16/2009,44
15,08 16 33 36 43 52,12/12/2009,48
47,04 05 06 15 50 57,12/09/2009,38
48,11 21 26 39 43 54,12/05/2009,52
3,19 30 37 53 54 57,12/02/2009,4
26,09 39 45 49 57 59,11/28/2009,32
49,07 29 33 35 42 46,11/25/2009,48
37,16 23 26 30 32 53,11/21/2009,52
14,06 08 27 39 45 48,11/18/2009,31
35,04 11 28 34 42 43,11/14/2009,57
38,16 17 28 31 45 53,11/11/2009,51
45,16 20 47 53 54 55,11/07/2009,27
47,10 17 26 28 31 53,11/04/2009,21
41,02 15 17 21 24 42,10/31/2009,28
15,08 12 22 32 35 56,10/28/2009,31
15,04 05 10 16 48 53,10/24/2009,51
45,26 29 43 51 52 54,10/21/2009,12
26,03 16 17 36 51 58,10/17/2009,42
1,10 14 25 34 41 45,10/14/2009,15
10,19 23 36 37 38 42,10/10/2009,56
28,03 05 20 31 57 59,10/07/2009,11
1,26 28 37 38 57 58,10/03/2009,4
37,08 14 17 26 36 54,09/30/2009,20
47,17 22 25 42 49 59,09/26/2009,55
10,09 15 22 33 34 38,09/23/2009,52
32,09 22 43 47 51 53,09/19/2009,41
36,17 29 30 43 52 59,09/16/2009,5
17,19 22 27 45 50 52,09/12/2009,8
30,22 27 36 43 48 56,09/09/2009,55
8,07 26 29 31 38 47,09/05/2009,33
14,23 24 30 35 45 54,09/02/2009,43
25,07 29 34 49 53 57,08/29/2009,10
45,03 05 09 14 34 58,08/26/2009,50
48,22 32 34 43 55 56,08/22/2009,18
16,03 07 14 38 50 51,08/19/2009,28
7,01 08 35 39 45 49,08/15/2009,53
35,05 12 20 27 36 55,08/12/2009,54
14,10 21 28 32 43 53,08/08/2009,38
31,09 30 39 44 47 50,08/05/2009,15
57,05 13 19 25 40 54,08/01/2009,36
18,14 25 45 48 52 56,07/29/2009,13
59,02 08 21 34 35 40,07/25/2009,53
4,07 18 29 35 37 42,07/22/2009,9
51,05 12 16 18 20 41,07/18/2009,46
25,07 19 26 28 35 44,07/15/2009,24
50,08 12 25 32 52 58,07/11/2009,47
56,03 05 07 09 39 54,07/08/2009,15
2,01 19 33 42 47 49,07/04/2009,14
3,02 35 40 55 56 59,07/01/2009,12
20,19 36 38 42 43 45,06/27/2009,29
30,19 29 35 42 49 59,06/24/2009,9
26,12 21 28 37 44 58,06/20/2009,16
48,22 40 42 43 45 55,06/17/2009,1
21,33 35 37 47 48 58,06/13/2009,40
20,11 26 36 42 46 56,06/10/2009,27
54,07 18 27 31 39 45,06/06/2009,29
48,08 14 15 40 45 49,06/03/2009,19
39,06 11 13 15 25 27,05/30/2009,58
45,16 29 30 43 44 50,05/27/2009,8
21,18 23 29 35 42 59,05/23/2009,27
30,07 09 19 25 36 50,05/20/2009,58
31,11 19 30 45 55 56,05/16/2009,7
25,04 24 38 40 47 48,05/13/2009,18
13,02 06 35 39 46 47,05/09/2009,33
36,03 29 32 45 46 50,05/06/2009,27
32,01 08 19 28 46 48,05/02/2009,2
24,01 02 10 28 35 36,04/29/2009,34
19,02 07 18 29 31 49,04/25/2009,54
50,09 11 20 23 39 53,04/22/2009,52
13,01 18 34 44 50 51,04/18/2009,9
5,12 25 29 30 37 53,04/15/2009,42
48,08 14 15 31 50 56,04/11/2009,44
58,05 06 21 35 38 51,04/08/2009,30
52,10 14 20 33 46 55,04/04/2009,22
46,05 07 12 20 37 53,04/01/2009,18
3,11 47 52 56 57 59,03/28/2009,41
56,09 12 35 36 47 55,03/25/2009,34
56,02 05 08 29 33 50,03/21/2009,52
26,09 19 21 22 28 32,03/18/2009,48
11,04 18 36 42 43 47,03/14/2009,15
56,02 08 12 27 30 37,03/11/2009,49
54,14 25 28 36 49 59,03/07/2009,20
47,03 18 25 33 39 46,03/04/2009,2
12,01 29 36 42 55 56,02/28/2009,30
8,01 02 22 23 30 32,02/25/2009,5
30,04 11 35 52 56 57,02/21/2009,43
3,04 38 39 45 46 47,02/18/2009,27
25,03 34 37 38 46 59,02/14/2009,16
28,10 11 16 24 42 54,02/11/2009,37
51,01 23 31 35 44 50,02/07/2009,8
54,12 16 24 40 44 48,02/04/2009,53
44,23 26 29 31 40 58,01/31/2009,51
46,01 10 18 31 34 42,01/28/2009,53
25,12 20 26 31 57 59,01/24/2009,22
7,17 22 23 28 41 53,01/21/2009,52
53,05 12 16 45 48 54,01/17/2009,49
55,10 13 16 19 33 57,01/14/2009,40
20,16 17 43 47 48 51,01/10/2009,32
58,12 17 38 48 55 57,01/07/2009,21
2,28 35 39 46 52 57,01/03/2009,6
45,02 07 13 26 32 47,12/31/2008,39
37,11 26 31 36 53 58,12/27/2008,42
1,08 15 28 37 40 47,12/24/2008,54
37,07 09 11 24 41 57,12/20/2008,2
25,11 12 19 32 34 59,12/17/2008,37
14,08 16 27 35 37 41,12/13/2008,12
5,16 20 25 36 46 54,12/10/2008,33
10,25 28 29 35 51 55,12/06/2008,43
13,31 36 38 41 44 48,12/03/2008,43
58,16 19 22 47 48 56,11/29/2008,8
32,07 11 19 21 23 37,11/26/2008,52
1,07 09 12 42 43 59,11/22/2008,21
57,06 07 32 41 42 52,11/19/2008,55
17,01 08 27 42 44 49,11/15/2008,18
25,01 13 14 29 32 38,11/12/2008,52
32,15 28 31 33 44 58,11/08/2008,23
42,15 33 47 53 55 58,11/05/2008,30
48,12 24 26 44 47 52,11/01/2008,29
56,01 13 14 27 31 51,10/29/2008,41
40,13 15 16 20 21 34,10/25/2008,56
12,03 14 28 32 44 50,10/22/2008,33
46,05 22 27 41 53 56,10/18/2008,59
18,10 11 25 43 51 55,10/15/2008,38
46,08 10 16 19 38 54,10/11/2008,59
19,18 30 31 34 49 54,10/08/2008,47
29,15 23 32 41 46 51,10/04/2008,14
1,17 31 45 48 49 55,10/01/2008,16
51,02 08 13 43 45 53,09/27/2008,28
41,01 19 21 49 50 58,09/24/2008,52
37,12 13 17 26 35 43,09/20/2008,31
54,14 15 23 37 40 57,09/17/2008,39
53,07 14 26 27 39 41,09/13/2008,21
49,07 13 16 40 41 47,09/10/2008,20
58,03 24 35 42 44 50,09/06/2008,43
34,14 32 40 41 54 57,09/03/2008,35
21,18 20 22 28 40 56,08/30/2008,33
18,08 21 32 34 37 44,08/27/2008,12
45,09 27 30 34 50 53,08/23/2008,18
31,14 20 30 38 40 59,08/20/2008,24
6,15 20 24 25 42 43,08/16/2008,35
10,08 13 34 44 53 58,08/13/2008,36
23,02 08 17 18 40 47,08/09/2008,7
2,11 16 35 36 54 56,08/06/2008,49
28,22 26 31 36 39 50,08/02/2008,19
15,05 14 26 27 39 42,07/30/2008,29
52,07 11 20 21 34 47,07/26/2008,48
11,01 14 25 32 47 50,07/23/2008,29
20,02 25 32 53 55 57,07/19/2008,33
15,10 19 24 38 39 55,07/16/2008,4
39,16 17 21 30 43 44,07/12/2008,28
1,04 08 19 34 47 54,07/09/2008,37
59,03 12 22 38 48 50,07/05/2008,14
17,03 18 23 33 34 57,07/02/2008,13
10,03 08 21 23 40 57,06/28/2008,46
23,08 22 32 41 53 57,06/25/2008,16
12,07 24 36 52 54 55,06/21/2008,2
47,07 11 23 24 27 49,06/18/2008,4
28,09 14 26 27 51 55,06/14/2008,41
31,05 08 15 18 24 45,06/11/2008,1
58,05 11 17 24 25 39,06/07/2008,21
9,01 04 11 24 42 56,06/04/2008,14
53,06 24 30 50 51 57,05/31/2008,38
49,17 25 32 35 40 53,05/28/2008,34
10,08 24 33 35 44 53,05/24/2008,54
21,01 07 13 30 34 46,05/21/2008,2
54,04 09 25 40 52 57,05/17/2008,34
20,01 09 21 37 45 53,05/14/2008,43
14,01 03 34 44 47 49,05/10/2008,27
7,16 25 32 45 46 58,05/07/2008,14
54,19 28 30 34 51 52,05/03/2008,31
12,03 14 16 45 53 57,04/30/2008,31
14,10 15 17 37 41 53,04/26/2008,9
27,17 24 25 26 42 54,04/23/2008,4
13,02 06 16 17 25 59,04/19/2008,14
35,03 20 26 44 55 57,04/16/2008,7
3,02 11 12 16 32 49,04/12/2008,19
18,25 26 33 45 47 48,04/09/2008,46
33,04 11 26 31 37 49,04/05/2008,24
3,01 08 10 31 52 57,04/02/2008,5
59,10 16 41 50 51 55,03/29/2008,42
14,07 08 10 12 15 37,03/26/2008,46
9,25 30 33 41 42 54,03/22/2008,35
9,03 08 39 46 48 57,03/19/2008,20
13,01 17 19 22 24 29,03/15/2008,43
51,15 21 29 37 41 44,03/12/2008,11
7,04 21 32 39 44 47,03/08/2008,17
35,12 14 40 41 44 57,03/05/2008,29
57,09 13 27 28 34 46,03/01/2008,47
4,11 12 15 27 46 50,02/27/2008,14
26,03 09 10 16 27 58,02/23/2008,21
19,08 09 17 48 54 55,02/20/2008,51
18,01 07 16 25 47 49,02/16/2008,36
5,01 18 29 30 51 53,02/13/2008,19
36,14 33 41 43 44 47,02/09/2008,26
28,01 02 14 25 33 36,02/06/2008,54
10,02 09 16 18 49 54,02/02/2008,30
49,03 07 13 24 33 47,01/30/2008,56
56,05 13 24 30 45 53,01/26/2008,6
15,06 11 26 34 39 52,01/23/2008,16
42,02 04 06 31 32 34,01/19/2008,24
48,28 37 38 40 50 56,01/16/2008,16
56,25 27 34 48 55 58,01/12/2008,45
48,18 32 50 51 53 58,01/09/2008,47
9,12 18 28 40 45 57,01/05/2008,1
31,07 20 25 28 32 37,01/02/2008,52
14,08 09 24 39 40 47,12/29/2007,53
30,07 12 41 51 53 54,12/26/2007,10
14,17 33 41 50 53 55,12/22/2007,30
57,20 22 31 32 43 45,12/19/2007,9
27,08 09 13 21 24 54,12/15/2007,22
18,01 06 21 28 29 42,12/12/2007,57
38,01 23 31 33 44 53,12/08/2007,29
43,06 29 33 44 51 56,12/05/2007,8
20,19 33 45 49 52 57,12/01/2007,53
45,07 13 15 26 33 57,11/28/2007,18
57,01 06 20 48 53 59,11/24/2007,22
43,22 31 34 40 45 52,11/21/2007,1
55,05 06 17 33 37 46,11/17/2007,48
44,21 23 28 38 42 47,11/14/2007,29
45,06 15 34 35 47 58,11/10/2007,54
53,02 13 19 20 36 46,11/07/2007,49
35,05 12 22 23 25 57,11/03/2007,29
4,11 13 19 31 36 54,10/31/2007,42
36,10 15 39 45 50 59,10/27/2007,42
4,15 20 33 45 57 58,10/24/2007,42
33,08 09 21 39 40 48,10/20/2007,49
46,17 28 31 39 52 53,10/17/2007,59
52,01 04 29 30 40 59,10/13/2007,5
39,20 23 26 29 50 56,10/10/2007,40
34,11 21 26 28 43 49,10/06/2007,57
49,21 26 36 39 51 54,10/03/2007,56
27,05 09 18 26 35 56,09/29/2007,32
14,04 05 17 32 50 58,09/26/2007,6
32,02 05 15 34 38 57,09/22/2007,25
57,03 08 23 35 37 40,09/19/2007,32
46,08 16 17 30 41 48,09/15/2007,54
57,06 07 13 35 42 43,09/12/2007,59
32,06 33 39 40 42 44,09/08/2007,52
17,03 19 32 37 42 45,09/05/2007,44
58,12 16 21 39 43 51,09/01/2007,11
51,02 08 23 35 41 54,08/29/2007,45
51,02 04 24 31 36 50,08/25/2007,19
13,09 16 41 45 49 53,08/22/2007,23
51,04 09 22 26 39 50,08/18/2007,53
10,11 14 28 31 47 57,08/15/2007,58
47,07 10 20 30 36 57,08/11/2007,55
57,15 37 43 55 56 59,08/08/2007,34
30,23 27 35 36 38 45,08/04/2007,31
52,16 27 32 34 36 57,08/01/2007,9
45,04 25 38 40 43 48,07/28/2007,50
58,02 17 19 42 44 47,07/25/2007,43
42,06 19 20 21 25 43,07/21/2007,36
21,14 22 28 30 31 38,07/18/2007,46
48,09 14 18 21 41 58,07/14/2007,29
12,15 16 33 34 40 50,07/11/2007,38
9,08 36 38 49 50 59,07/07/2007,29
1,06 29 35 39 48 53,07/04/2007,52
1,12 17 18 38 47 59,06/30/2007,20
6,02 05 27 30 38 48,06/27/2007,32
11,24 31 39 42 49 52,06/23/2007,26
45,12 16 27 28 34 39,06/20/2007,22
3,18 25 31 36 46 56,06/16/2007,5
32,23 24 29 35 37 46,06/13/2007,38
32,06 12 14 41 46 59,06/09/2007,35
42,01 05 07 19 21 55,06/06/2007,12
56,05 15 19 51 53 54,06/02/2007,4
17,14 23 36 38 45 57,05/30/2007,16
51,19 21 29 35 47 57,05/26/2007,3
9,04 12 13 22 31 50,05/23/2007,44
39,02 10 42 45 50 51,05/19/2007,18
37,03 10 14 22 40 52,05/16/2007,47
17,05 18 22 49 57 59,05/12/2007,14
39,02 13 24 32 38 54,05/09/2007,21
30,03 18 19 25 53 57,05/05/2007,52
36,02 03 19 44 47 57,05/02/2007,31
36,17 20 22 31 42 47,04/28/2007,48
4,16 24 41 47 53 57,04/25/2007,55
52,05 27 37 43 45 55,04/21/2007,58
15,11 12 21 36 50 59,04/18/2007,38
30,04 05 10 14 16 33,04/14/2007,3
45,03 06 26 31 33 51,04/11/2007,58
34,29 30 43 49 55 56,04/07/2007,46
18,08 09 40 44 52 55,04/04/2007,14
24,05 16 43 48 52 54,03/31/2007,34
10,07 26 41 42 43 49,03/28/2007,37
51,02 04 05 22 23 45,03/24/2007,49
53,07 14 20 23 24 54,03/21/2007,44
32,01 36 39 50 51 58,03/17/2007,5
36,08 14 25 27 42 47,03/14/2007,56
54,04 19 22 30 34 38,03/10/2007,58
30,01 16 26 28 36 40,03/07/2007,58
54,14 19 20 31 50 52,03/03/2007,46
23,02 11 14 16 43 59,02/28/2007,
59,06 12 15 17 26 34,02/24/2007,
41,15 19 21 22 42 52,02/21/2007,
29,06 08 12 13 17 26,02/17/2007,
49,07 19 20 26 32 43,02/14/2007,
16,14 27 35 37 49 50,02/10/2007,
48,04 20 29 32 45 53,02/07/2007,
26,25 36 38 44 55 57,02/03/2007,
17,03 06 20 22 44 54,01/31/2007,
22,08 24 36 52 53 57,01/27/2007,
31,11 13 20 41 56 59,01/24/2007,
