Draw Date,Winning Numbers,Bonus #,Extra #
08/23/2014,06 15 22 37 41 45,49,
06/18/2014,06 09 22 39 41 44,37,
05/03/2014,06 19 21 26 41 57,38,
03/15/2014,06 29 30 34 44 49,4,
11/27/2013,06 22 28 42 50 55,17,
10/26/2013,06 10 16 21 29 54,51,
07/10/2013,06 12 16 38 44 52,49,
05/22/2013,06 07 33 37 48 53,40,
01/16/2013,06 15 22 30 42 56,3,
12/26/2012,06 12 14 32 56 59,13,
12/05/2012,06 10 16 24 33 39,30,
11/10/2012,06 14 17 24 41 59,29,
09/29/2012,06 24 41 42 49 55,22,
07/07/2012,06 10 19 22 37 43,13,
04/25/2012,06 08 32 44 47 50,20,
02/22/2012,06 15 31 48 53 57,29,
01/07/2012,06 08 26 27 36 48,34,
12/24/2011,06 16 25 30 38 55,41,
11/09/2011,06 18 51 52 53 55,16,
09/24/2011,06 08 17 22 27 28,3,
09/10/2011,06 08 11 35 38 56,28,
07/02/2011,06 09 10 19 39 47,55,
06/18/2011,06 11 21 45 55 57,44,
03/30/2011,06 24 28 34 41 55,16,
11/13/2010,06 10 18 29 45 53,23,
07/24/2010,06 12 27 34 53 58,52,
07/10/2010,06 13 33 40 43 55,7,
06/02/2010,06 10 16 18 19 53,46,
03/10/2010,06 23 27 37 40 57,15,36
01/23/2010,06 18 27 40 51 55,52,7
11/18/2009,06 08 27 39 45 48,14,31
05/30/2009,06 11 13 15 25 27,39,58
11/19/2008,06 07 32 41 42 52,57,55
05/31/2008,06 24 30 50 51 57,53,38
01/23/2008,06 11 26 34 39 52,15,16
12/05/2007,06 29 33 44 51 56,43,8
11/10/2007,06 15 34 35 47 58,45,54
09/12/2007,06 07 13 35 42 43,57,59
09/08/2007,06 33 39 40 42 44,32,52
07/21/2007,06 19 20 21 25 43,42,36
07/04/2007,06 29 35 39 48 53,1,52
06/09/2007,06 12 14 41 46 59,32,35
02/24/2007,06 12 15 17 26 34,59,
02/17/2007,06 08 12 13 17 26,29,
10/07/2006,06 28 33 46 49 59,1,
09/20/2006,06 07 22 30 40 43,31,
09/13/2006,06 30 40 47 53 55,11,
08/09/2006,06 32 34 42 46 50,3,
06/21/2006,06 33 34 37 55 56,27,
01/21/2006,06 24 38 49 52 53,47,
12/31/2005,06 09 28 41 46 50,11,
10/22/2005,06 14 20 31 57 59,43,
06/01/2005,06 11 36 41 46 53,17,
05/11/2005,06 16 26 36 41 57,22,
03/19/2005,06 20 30 32 37 57,4,
03/16/2005,06 19 23 28 42 55,40,
12/15/2004,06 12 16 20 35 41,32,
11/03/2004,06 25 31 34 39 41,35,
10/30/2004,06 07 14 32 42 43,44,
08/28/2004,06 09 34 44 49 58,10,
07/24/2004,06 09 11 12 25 46,35,
03/06/2004,06 17 24 30 35 40,26,
03/03/2004,06 18 31 43 53 54,42,
01/21/2004,06 10 12 27 52 54,51,
12/17/2003,06 18 30 34 35 56,39,
11/01/2003,06 07 19 22 27 40,38,
10/29/2003,06 07 15 31 51 53,21,
09/17/2003,06 10 20 30 43 46,39,
08/09/2003,06 10 13 31 33 39,41,
07/23/2003,06 10 17 21 29 44,53,
07/09/2003,06 09 10 12 49 56,53,
05/17/2003,06 07 32 45 48 52,28,
05/14/2003,06 09 11 17 32 58,39,
03/22/2003,06 14 27 38 50 58,39,
12/14/2002,06 14 25 44 45 58,53,
12/04/2002,06 14 24 29 35 54,36,
08/14/2002,06 09 29 33 52 57,20,
06/26/2002,06 10 13 27 29 43,33,
06/08/2002,06 26 35 39 50 52,18,
05/15/2002,06 12 15 23 39 56,19,
05/08/2002,06 10 17 31 35 51,34,
12/19/2001,06 15 26 30 55 56,14,
12/12/2001,06 15 18 31 48 53,26,
11/14/2001,06 08 11 17 22 41,23,
