Draw Date,Winning Numbers,Bonus #,Extra #
01/06/2018,01 02 04 40 55 59,27,
12/20/2017,01 09 18 33 45 57,41,
12/13/2017,01 02 36 49 57 59,38,
05/10/2017,01 04 07 23 43 54,36,
04/01/2017,01 04 16 25 29 56,15,
03/18/2017,01 03 20 27 30 49,32,
03/11/2017,01 17 21 33 44 45,54,
02/15/2017,01 03 10 24 35 56,47,
02/04/2017,01 08 14 33 48 59,17,
02/01/2017,01 13 14 20 41 45,28,
10/15/2016,01 08 17 18 24 42,46,
10/12/2016,01 12 17 28 46 47,33,
10/05/2016,01 28 29 31 55 58,43,
10/01/2016,01 04 13 15 30 33,44,
08/13/2016,01 05 13 26 35 53,24,
07/30/2016,01 06 08 09 18 38,39,
04/30/2016,01 20 25 30 31 57,46,
02/27/2016,01 02 08 17 25 43,37,
02/24/2016,01 12 15 24 35 41,42,
02/06/2016,01 14 25 37 41 53,44,
01/30/2016,01 24 27 43 48 50,7,
01/23/2016,01 17 21 35 51 52,53,
01/09/2016,01 10 13 26 33 53,48,
10/31/2015,01 03 12 13 26 49,51,
10/28/2015,01 16 18 25 28 55,31,
10/24/2015,01 09 45 51 55 57,31,
10/21/2015,01 07 10 12 43 48,46,
10/17/2015,01 09 11 16 19 22,37,
10/07/2015,01 09 13 35 49 59,26,
09/23/2015,01 07 30 31 42 44,27,
09/19/2015,01 04 20 32 41 58,25,
08/22/2015,01 12 22 31 50 58,37,
05/16/2015,01 20 28 30 34 49,7,
03/28/2015,01 03 24 43 48 52,2,
12/03/2014,01 27 42 54 56 58,17,
11/15/2014,01 12 30 38 39 51,14,
11/05/2014,01 11 22 34 35 50,20,
06/11/2014,01 22 32 37 57 59,3,
06/04/2014,01 28 38 57 58 59,54,
02/08/2014,01 05 20 35 36 40,50,
01/18/2014,01 06 19 44 48 54,14,
01/08/2014,01 03 09 28 53 55,4,
12/11/2013,01 08 15 17 26 56,19,
10/02/2013,01 05 13 35 51 52,10,
09/28/2013,01 03 13 28 36 41,46,
09/11/2013,01 12 15 18 41 51,48,
07/06/2013,01 11 22 45 57 58,14,
04/13/2013,01 02 05 08 45 48,40,
04/03/2013,01 18 20 33 35 46,14,
02/23/2013,01 13 16 24 32 57,27,
02/06/2013,01 16 17 22 27 36,49,
10/13/2012,01 06 08 28 35 42,56,
09/01/2012,01 11 33 48 50 52,53,
08/01/2012,01 05 07 32 55 56,51,
07/25/2012,01 04 12 30 40 48,21,
06/23/2012,01 11 14 26 28 56,16,
05/23/2012,01 06 09 22 35 41,3,
05/09/2012,01 06 13 26 40 55,15,
05/05/2012,01 04 18 39 42 54,27,
03/31/2012,01 14 20 28 35 40,45,
03/21/2012,01 03 25 26 49 52,51,
03/07/2012,01 04 18 25 33 37,47,
02/15/2012,01 13 16 25 40 43,10,
01/25/2012,01 06 11 13 23 24,22,
01/04/2012,01 20 21 27 37 38,30,
12/21/2011,01 15 38 41 50 52,27,
12/17/2011,01 17 27 28 39 45,19,
12/14/2011,01 06 07 12 14 55,30,
11/05/2011,01 13 15 19 20 33,23,
10/26/2011,01 05 22 25 35 45,19,
10/08/2011,01 23 24 25 36 52,16,
08/27/2011,01 14 24 25 50 58,9,
07/16/2011,01 10 18 29 43 46,40,
07/06/2011,01 03 13 18 41 59,56,
03/19/2011,01 14 24 31 42 51,52,
03/02/2011,01 05 40 44 56 57,39,
01/29/2011,01 16 19 31 34 53,23,
01/15/2011,01 11 13 47 51 54,27,
01/12/2011,01 15 19 32 46 50,34,
12/24/2010,01 04 26 40 44 55,25,
11/27/2010,01 10 13 17 21 58,23,
11/06/2010,01 13 23 24 45 50,17,
10/23/2010,01 08 31 40 49 58,59,
10/16/2010,01 11 13 14 27 40,52,
08/21/2010,01 09 20 21 27 52,55,
05/22/2010,01 14 19 22 52 58,16,57
04/28/2010,01 07 15 19 49 50,25,27
03/27/2010,01 13 17 42 47 53,26,36
01/06/2010,01 19 22 27 39 46,28,58
08/15/2009,01 08 35 39 45 49,7,53
07/04/2009,01 19 33 42 47 49,2,14
05/02/2009,01 08 19 28 46 48,32,2
04/29/2009,01 02 10 28 35 36,24,34
04/18/2009,01 18 34 44 50 51,13,9
02/28/2009,01 29 36 42 55 56,12,30
02/25/2009,01 02 22 23 30 32,8,5
02/07/2009,01 23 31 35 44 50,51,8
01/28/2009,01 10 18 31 34 42,46,53
11/15/2008,01 08 27 42 44 49,17,18
11/12/2008,01 13 14 29 32 38,25,52
10/29/2008,01 13 14 27 31 51,56,41
09/24/2008,01 19 21 49 50 58,41,52
07/23/2008,01 14 25 32 47 50,11,29
06/04/2008,01 04 11 24 42 56,9,14
05/21/2008,01 07 13 30 34 46,21,2
05/14/2008,01 09 21 37 45 53,20,43
05/10/2008,01 03 34 44 47 49,14,27
04/02/2008,01 08 10 31 52 57,3,5
03/15/2008,01 17 19 22 24 29,13,43
02/16/2008,01 07 16 25 47 49,18,36
02/13/2008,01 18 29 30 51 53,5,19
02/06/2008,01 02 14 25 33 36,28,54
12/12/2007,01 06 21 28 29 42,18,57
12/08/2007,01 23 31 33 44 53,38,29
11/24/2007,01 06 20 48 53 59,57,22
10/13/2007,01 04 29 30 40 59,52,5
06/06/2007,01 05 07 19 21 55,42,12
03/17/2007,01 36 39 50 51 58,32,5
03/07/2007,01 16 26 28 36 40,30,58
01/10/2007,01 06 36 41 55 57,51,
12/30/2006,01 02 25 27 49 55,12,
11/11/2006,01 02 03 13 27 40,50,
10/25/2006,01 08 19 20 30 35,9,
09/30/2006,01 11 40 45 53 58,52,
09/23/2006,01 39 40 46 51 55,3,
08/30/2006,01 08 09 32 48 58,16,
07/01/2006,01 13 22 31 36 53,52,
05/24/2006,01 10 11 15 16 44,46,
05/10/2006,01 11 12 13 23 50,36,
03/15/2006,01 13 32 34 41 59,53,
02/11/2006,01 04 09 25 32 58,6,
01/11/2006,01 02 04 15 24 57,26,
08/27/2005,01 03 39 46 50 53,33,
07/30/2005,01 02 11 30 39 48,21,
06/22/2005,01 33 38 54 55 56,46,
05/28/2005,01 06 08 12 37 48,50,
03/30/2005,01 16 17 20 40 43,39,
03/09/2005,01 11 21 45 53 58,27,
01/19/2005,01 03 15 30 49 52,8,
11/20/2004,01 20 35 36 52 59,51,
11/10/2004,01 22 29 40 42 58,2,
09/29/2004,01 04 11 46 47 59,5,
07/14/2004,01 04 07 18 44 45,15,
03/31/2004,01 06 11 24 25 39,42,
02/28/2004,01 04 06 25 30 54,14,
01/14/2004,01 04 06 13 14 35,45,
12/31/2003,01 22 28 30 45 49,19,
12/27/2003,01 12 30 37 44 49,59,
12/10/2003,01 02 26 33 40 41,16,
12/03/2003,01 02 25 38 46 49,51,
10/22/2003,01 06 19 26 40 41,35,
06/18/2003,01 03 07 24 30 41,8,
02/19/2003,01 24 27 36 51 55,18,
12/11/2002,01 12 14 22 23 28,18,
12/07/2002,01 09 11 48 50 53,24,
11/30/2002,01 14 32 35 41 54,11,
10/19/2002,01 20 25 40 42 46,34,
10/12/2002,01 02 18 42 55 57,36,
06/22/2002,01 07 11 22 42 52,32,
05/25/2002,01 05 10 16 28 34,49,
01/26/2002,01 09 32 36 56 57,55,
01/12/2002,01 10 17 20 23 34,22,
01/05/2002,01 17 32 42 43 54,35,
01/02/2002,01 10 20 23 29 31,56,
12/08/2001,01 11 35 50 55 56,7,
10/31/2001,01 02 32 33 36 39,20,
10/27/2001,01 17 25 27 28 50,37,
10/10/2001,01 06 23 30 40 51,36,
09/15/2001,01 15 24 31 34 44,57,
